PG1635	Philosophy	split	Ion	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG8420	Philosophy	split	Issues in Population and Bioethics	Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]
PG16306	Religion	split	Jacob Behmen: An Appreciation	Whyte, Alexander, 1836-1921
PG5979	Religion	deferred_repair	Japan: An Attempt at Interpretation	Hearn, Lafcadio, 1850-1904
PG7836	Religion	split	Jewish History : An Essay in the Philosophy of History	Dubnow, Simon, 1860-1941
PG15268	Economics	split	John Stuart Mill; His Life and Works Twelve Sketches by Herbert Spencer, Henry Fawcett, Frederic Harrison, and Other Distinguished Authors	Bourne, H. R. Fox (Henry Richard Fox), 1837-1909 [Contributor]; Cairnes, John Elliot, 1823-1875 [Contributor]; Fawcett, Henry, 1833-1884 [Contributor]; Fawcett, Millicent Garrett, Dame, 1847-1929 [Contributor]; Harrison, Frederic, 1831-1923 [Contributor]; Hunter, W. A. (William Alexander), 1844-1898 [Contributor]; Levy, J. H. (Joseph Hiam), 1838-1913 [Contributor]; Minto, William, 1845-1893 [Contributor]; Spencer, Herbert, 1820-1903 [Contributor]; Thornton, William Thomas, 1813-1880 [Contributor]; Trimen, Henry, 1843-1896 [Contributor]
PG10395	Religion	split	Joy and Power: Three Messages with One Meaning	Van Dyke, Henry, 1852-1933
PG1584	Philosophy	split	Laches	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG1140	Philosophy	split	Latter-Day Pamphlets	Carlyle, Thomas, 1795-1881
PG16729	Philosophy	deferred_repair	Lay Sermons, Addresses and Reviews	Huxley, Thomas Henry, 1825-1895
PG16474	Religion	split	Lectures and Essays	Huxley, Thomas Henry, 1825-1895
PG8389	Religion	deferred_repair	Lectures of Col. R. G. Ingersoll - Latest	Ingersoll, Robert Green, 1833-1899
PG8140	Religion	deferred_repair	Lectures of Col. R. G. Ingersoll, Volume I Including His Answers to the Clergy, His Oration at His Brother's Grave, Etc., Etc.	Ingersoll, Robert Green, 1833-1899
PG11391	Philosophy	split	Lectures on Art	Allston, Washington, 1779-1843; Dana, Richard Henry, 1815-1882 [Editor]
PG7148	Drama	deferred_repair	Lectures on Dramatic Art and Literature	Schlegel, August Wilhelm von, 1767-1845; Black, John, 1783-1855 [Translator]
PG1673	Philosophy	split	Lesser Hippias	Plato, 428? BCE-348? BCE [Dubious author]; Jowett, Benjamin, 1817-1893 [Translator]
PG8932	Philosophy	split	Lessons in Life; A Series of Familiar Essays	Holland, J. G. (Josiah Gilbert), 1819-1881
PG1986	Fiction	split	Life and Death of Mr. Badman	Bunyan, John, 1628-1688
PG11939	Philosophy	split	Life's Enthusiasms	Jordan, David Starr, 1851-1931
